127.0.0.1 - - [30/Dec/2016:10:29:10 +0800] "GET / HTTP/1.1" 404 951
127.0.0.1 - - [30/Dec/2016:17:06:12 +0800] "GET /TaoBao/img/tao-man.png HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:17:06:12 +0800] "GET /TaoBao/img/down.png HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:17:11:13 +0800] "GET /TaoBao/taoBao.jsp HTTP/1.1" 200 171948
127.0.0.1 - - [30/Dec/2016:17:11:13 +0800] "GET /TaoBao/css/font-awesome.min.css HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:17:11:13 +0800] "GET /TaoBao/css/reset.css HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:17:11:13 +0800] "GET /TaoBao/css/style.css HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:17:11:13 +0800] "GET /TaoBao/img/user-head.jpg HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:17:11:13 +0800] "GET /TaoBao/img/ad.gif HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:17:11:13 +0800] "GET /TaoBao/img/1.jpg HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:17:11:13 +0800] "GET /TaoBao/img/2.jpg HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:17:11:13 +0800] "GET /TaoBao/img/3.jpg HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:17:11:13 +0800] "GET /TaoBao/js/jquery_1.9.js HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:17:11:13 +0800] "GET /TaoBao/js/main.js HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:17:11:13 +0800] "GET /TaoBao/js/img-show.js HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:17:11:13 +0800] "GET /TaoBao/img/4.jpg HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:17:11:13 +0800] "GET /TaoBao/img/5.jpg HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:17:11:13 +0800] "GET /TaoBao/img/6.6.jpg HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:17:11:13 +0800] "GET /TaoBao/img/01.png HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:17:11:13 +0800] "GET /TaoBao/img/02.jpg HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:17:11:13 +0800] "GET /TaoBao/img/03.png HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:17:11:13 +0800] "GET /TaoBao/img/game.png HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:17:11:13 +0800] "GET /TaoBao/img/04.png HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:17:11:13 +0800] "GET /TaoBao/img/15.jpg HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:17:11:13 +0800] "GET /TaoBao/img/phone.png HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:17:11:14 +0800] "GET /TaoBao/img/plane.png HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:17:11:14 +0800] "GET /TaoBao/img/save.png HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:17:11:14 +0800] "GET /TaoBao/img/move.png HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:17:11:14 +0800] "GET /TaoBao/img/18.png HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:17:11:14 +0800] "GET /TaoBao/img/money.png HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:17:11:14 +0800] "GET /TaoBao/img/eat.png HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:17:11:14 +0800] "GET /TaoBao/img/book.png HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:17:11:14 +0800] "GET /TaoBao/img/miusc.png HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:17:11:14 +0800] "GET /TaoBao/img/bag.png HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:17:11:14 +0800] "GET /TaoBao/img/....png HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:17:11:14 +0800] "GET /TaoBao/img/show1.png HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:17:11:14 +0800] "GET /TaoBao/img/shooes.jpg HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:17:11:14 +0800] "GET /TaoBao/img/c.gif HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:17:11:14 +0800] "GET /TaoBao/img/inner1.png HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:17:11:14 +0800] "GET /TaoBao/img/inner2.png HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:17:11:14 +0800] "GET /TaoBao/img/inner3.png HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:17:11:14 +0800] "GET /TaoBao/img/dynamic3.jpg HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:17:11:14 +0800] "GET /TaoBao/img/dynamic2.jpg HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:17:11:14 +0800] "GET /TaoBao/img/dynamic1.jpg HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:17:11:14 +0800] "GET /TaoBao/img/sub1.jpg HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:17:11:14 +0800] "GET /TaoBao/img/sub2.jpg HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:17:11:14 +0800] "GET /TaoBao/img/sub3.jpg HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:17:11:14 +0800] "GET /TaoBao/img/hand.jpg HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:17:11:14 +0800] "GET /TaoBao/img/aaaaa.jpg HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:17:11:14 +0800] "GET /TaoBao/img/female.png HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:17:11:14 +0800] "GET /TaoBao/img/home.jpg HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:17:11:14 +0800] "GET /TaoBao/img/shoes.jpg HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:17:11:14 +0800] "GET /TaoBao/img/last1.png HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:17:11:14 +0800] "GET /TaoBao/img/last2.jpg HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:17:11:14 +0800] "GET /TaoBao/img/ad.jpg HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:17:11:14 +0800] "GET /TaoBao/img/sing1.jpg HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:17:11:14 +0800] "GET /TaoBao/img/ad1.jpg HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:17:11:14 +0800] "GET /TaoBao/img/help4.png HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:17:11:14 +0800] "GET /TaoBao/img/help1.png HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:17:11:14 +0800] "GET /TaoBao/img/help2.png HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:17:11:14 +0800] "GET /TaoBao/img/help3.png HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:17:11:14 +0800] "GET /TaoBao/img/some.png HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:17:11:14 +0800] "GET /TaoBao/img/tao-man.png HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:17:11:51 +0800] "GET /TaoBao/taoBao.jsp HTTP/1.1" 200 171785
127.0.0.1 - - [30/Dec/2016:17:11:51 +0800] "GET /TaoBao/css/font-awesome.min.css HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:17:11:51 +0800] "GET /TaoBao/css/reset.css HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:17:11:51 +0800] "GET /TaoBao/css/style.css HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:17:11:51 +0800] "GET /TaoBao/img/user-head.jpg HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:17:11:51 +0800] "GET /TaoBao/img/1.jpg HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:17:11:51 +0800] "GET /TaoBao/img/2.jpg HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:17:11:51 +0800] "GET /TaoBao/img/4.jpg HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:17:11:51 +0800] "GET /TaoBao/img/3.jpg HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:17:11:51 +0800] "GET /TaoBao/img/5.jpg HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:17:11:51 +0800] "GET /TaoBao/img/6.6.jpg HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:17:11:51 +0800] "GET /TaoBao/img/01.png HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:17:11:51 +0800] "GET /TaoBao/img/02.jpg HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:17:11:51 +0800] "GET /TaoBao/img/03.png HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:17:11:51 +0800] "GET /TaoBao/img/04.png HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:17:11:51 +0800] "GET /TaoBao/img/15.jpg HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:17:11:51 +0800] "GET /TaoBao/img/plane.png HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:17:11:51 +0800] "GET /TaoBao/js/main.js HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:17:11:51 +0800] "GET /TaoBao/js/img-show.js HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:17:11:51 +0800] "GET /TaoBao/img/phone.png HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:17:11:51 +0800] "GET /TaoBao/js/jquery_1.9.js HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:17:11:51 +0800] "GET /TaoBao/img/save.png HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:17:11:51 +0800] "GET /TaoBao/img/game.png HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:17:11:51 +0800] "GET /TaoBao/img/18.png HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:17:11:51 +0800] "GET /TaoBao/img/move.png HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:17:11:51 +0800] "GET /TaoBao/img/eat.png HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:17:11:51 +0800] "GET /TaoBao/img/money.png HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:17:11:51 +0800] "GET /TaoBao/img/book.png HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:17:11:51 +0800] "GET /TaoBao/img/miusc.png HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:17:11:51 +0800] "GET /TaoBao/img/bag.png HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:17:11:51 +0800] "GET /TaoBao/img/....png HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:17:11:51 +0800] "GET /TaoBao/img/show1.png HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:17:11:51 +0800] "GET /TaoBao/img/shooes.jpg HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:17:11:51 +0800] "GET /TaoBao/img/c.gif HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:17:11:51 +0800] "GET /TaoBao/img/inner1.png HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:17:11:51 +0800] "GET /TaoBao/img/inner3.png HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:17:11:51 +0800] "GET /TaoBao/img/inner2.png HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:17:11:51 +0800] "GET /TaoBao/img/dynamic1.jpg HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:17:11:51 +0800] "GET /TaoBao/img/dynamic2.jpg HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:17:11:51 +0800] "GET /TaoBao/img/dynamic3.jpg HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:17:11:51 +0800] "GET /TaoBao/img/sub1.jpg HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:17:11:51 +0800] "GET /TaoBao/img/sub2.jpg HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:17:11:51 +0800] "GET /TaoBao/img/sub3.jpg HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:17:11:51 +0800] "GET /TaoBao/img/hand.jpg HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:17:11:51 +0800] "GET /TaoBao/img/aaaaa.jpg HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:17:11:51 +0800] "GET /TaoBao/img/female.png HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:17:11:51 +0800] "GET /TaoBao/img/home.jpg HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:17:11:51 +0800] "GET /TaoBao/img/shoes.jpg HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:17:11:51 +0800] "GET /TaoBao/img/last1.png HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:17:11:51 +0800] "GET /TaoBao/img/last2.jpg HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:17:11:51 +0800] "GET /TaoBao/img/sing1.jpg HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:17:11:51 +0800] "GET /TaoBao/img/ad.jpg HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:17:11:51 +0800] "GET /TaoBao/img/ad1.jpg HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:17:11:52 +0800] "GET /TaoBao/img/help4.png HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:17:11:52 +0800] "GET /TaoBao/img/help1.png HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:17:11:52 +0800] "GET /TaoBao/img/help2.png HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:17:11:52 +0800] "GET /TaoBao/img/help3.png HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:17:11:52 +0800] "GET /TaoBao/img/some.png HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:17:11:52 +0800] "GET /TaoBao/img/tao-man.png HTTP/1.1" 304 -
123.56.64.74 - - [30/Dec/2016:19:30:08 +0800] "GET /show.html?t=1483097413146 HTTP/1.1" 404 969
127.0.0.1 - - [30/Dec/2016:19:53:07 +0800] "GET /TaoBao/taoBao.jsp HTTP/1.1" 200 171843
127.0.0.1 - - [30/Dec/2016:19:53:07 +0800] "GET /TaoBao/css/font-awesome.min.css HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:19:53:07 +0800] "GET /TaoBao/css/style.css HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:19:53:07 +0800] "GET /TaoBao/img/user-head.jpg HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:19:53:07 +0800] "GET /TaoBao/img/1.jpg HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:19:53:07 +0800] "GET /TaoBao/img/2.jpg HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:19:53:07 +0800] "GET /TaoBao/img/3.jpg HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:19:53:07 +0800] "GET /TaoBao/img/4.jpg HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:19:53:07 +0800] "GET /TaoBao/css/reset.css HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:19:53:07 +0800] "GET /TaoBao/img/5.jpg HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:19:53:07 +0800] "GET /TaoBao/js/jquery_1.9.js HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:19:53:07 +0800] "GET /TaoBao/js/main.js HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:19:53:07 +0800] "GET /TaoBao/js/img-show.js HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:19:53:07 +0800] "GET /TaoBao/img/6.6.jpg HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:19:53:07 +0800] "GET /TaoBao/img/01.png HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:19:53:07 +0800] "GET /TaoBao/img/02.jpg HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:19:53:07 +0800] "GET /TaoBao/img/03.png HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:19:53:07 +0800] "GET /TaoBao/img/04.png HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:19:53:07 +0800] "GET /TaoBao/img/15.jpg HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:19:53:07 +0800] "GET /TaoBao/img/phone.png HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:19:53:08 +0800] "GET /TaoBao/img/game.png HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:19:53:08 +0800] "GET /TaoBao/img/plane.png HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:19:53:08 +0800] "GET /TaoBao/img/save.png HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:19:53:08 +0800] "GET /TaoBao/img/18.png HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:19:53:08 +0800] "GET /TaoBao/img/move.png HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:19:53:08 +0800] "GET /TaoBao/img/eat.png HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:19:53:08 +0800] "GET /TaoBao/img/money.png HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:19:53:08 +0800] "GET /TaoBao/img/book.png HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:19:53:08 +0800] "GET /TaoBao/img/miusc.png HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:19:53:08 +0800] "GET /TaoBao/img/bag.png HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:19:53:08 +0800] "GET /TaoBao/img/....png HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:19:53:08 +0800] "GET /TaoBao/img/show1.png HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:19:53:08 +0800] "GET /TaoBao/img/c.gif HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:19:53:08 +0800] "GET /TaoBao/img/shooes.jpg HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:19:53:08 +0800] "GET /TaoBao/img/inner1.png HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:19:53:08 +0800] "GET /TaoBao/img/inner2.png HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:19:53:08 +0800] "GET /TaoBao/img/inner3.png HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:19:53:08 +0800] "GET /TaoBao/img/dynamic1.jpg HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:19:53:08 +0800] "GET /TaoBao/img/dynamic2.jpg HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:19:53:08 +0800] "GET /TaoBao/img/dynamic3.jpg HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:19:53:08 +0800] "GET /TaoBao/img/sub1.jpg HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:19:53:08 +0800] "GET /TaoBao/img/sub2.jpg HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:19:53:08 +0800] "GET /TaoBao/img/sub3.jpg HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:19:53:08 +0800] "GET /TaoBao/img/hand.jpg HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:19:53:08 +0800] "GET /TaoBao/img/female.png HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:19:53:08 +0800] "GET /TaoBao/img/aaaaa.jpg HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:19:53:08 +0800] "GET /TaoBao/img/home.jpg HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:19:53:08 +0800] "GET /TaoBao/img/shoes.jpg HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:19:53:08 +0800] "GET /TaoBao/img/last1.png HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:19:53:08 +0800] "GET /TaoBao/img/last2.jpg HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:19:53:08 +0800] "GET /TaoBao/img/sing1.jpg HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:19:53:08 +0800] "GET /TaoBao/img/ad.jpg HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:19:53:08 +0800] "GET /TaoBao/img/ad1.jpg HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:19:53:08 +0800] "GET /TaoBao/img/help4.png HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:19:53:08 +0800] "GET /TaoBao/img/help1.png HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:19:53:08 +0800] "GET /TaoBao/img/help2.png HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:19:53:08 +0800] "GET /TaoBao/img/help3.png HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:19:53:08 +0800] "GET /TaoBao/img/some.png HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:19:53:08 +0800] "GET /TaoBao/img/tao-man.png HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:20:09:44 +0800] "GET /TaoBao/taoBao.jsp HTTP/1.1" 200 171293
127.0.0.1 - - [30/Dec/2016:20:09:44 +0800] "GET /TaoBao/css/reset.css HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:20:09:44 +0800] "GET /TaoBao/css/font-awesome.min.css HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:20:09:44 +0800] "GET /TaoBao/css/style.css HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:20:09:44 +0800] "GET /TaoBao/img/user-head.jpg HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:20:09:45 +0800] "GET /TaoBao/img/1.jpg HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:20:09:45 +0800] "GET /TaoBao/img/2.jpg HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:20:09:45 +0800] "GET /TaoBao/img/3.jpg HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:20:09:45 +0800] "GET /TaoBao/img/6.6.jpg HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:20:09:45 +0800] "GET /TaoBao/img/01.png HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:20:09:45 +0800] "GET /TaoBao/img/02.jpg HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:20:09:45 +0800] "GET /TaoBao/js/jquery_1.9.js HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:20:09:45 +0800] "GET /TaoBao/js/main.js HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:20:09:45 +0800] "GET /TaoBao/js/img-show.js HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:20:09:45 +0800] "GET /TaoBao/img/03.png HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:20:09:45 +0800] "GET /TaoBao/img/04.png HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:20:09:45 +0800] "GET /TaoBao/img/15.jpg HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:20:09:45 +0800] "GET /TaoBao/img/show1.png HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:20:09:45 +0800] "GET /TaoBao/img/shooes.jpg HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:20:09:45 +0800] "GET /TaoBao/img/c.gif HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:20:09:45 +0800] "GET /TaoBao/img/inner1.png HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:20:09:45 +0800] "GET /TaoBao/img/inner2.png HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:20:09:45 +0800] "GET /TaoBao/img/inner3.png HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:20:09:45 +0800] "GET /TaoBao/img/dynamic1.jpg HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:20:09:45 +0800] "GET /TaoBao/img/dynamic2.jpg HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:20:09:45 +0800] "GET /TaoBao/img/dynamic3.jpg HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:20:09:45 +0800] "GET /TaoBao/img/sub1.jpg HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:20:09:45 +0800] "GET /TaoBao/img/sub2.jpg HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:20:09:45 +0800] "GET /TaoBao/img/sub3.jpg HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:20:09:45 +0800] "GET /TaoBao/img/hand.jpg HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:20:09:45 +0800] "GET /TaoBao/img/aaaaa.jpg HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:20:09:45 +0800] "GET /TaoBao/img/female.png HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:20:09:45 +0800] "GET /TaoBao/img/home.jpg HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:20:09:45 +0800] "GET /TaoBao/img/shoes.jpg HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:20:09:45 +0800] "GET /TaoBao/img/last1.png HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:20:09:45 +0800] "GET /TaoBao/img/last2.jpg HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:20:09:45 +0800] "GET /TaoBao/img/sing1.jpg HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:20:09:45 +0800] "GET /TaoBao/img/ad.jpg HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:20:09:45 +0800] "GET /TaoBao/img/ad1.jpg HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:20:09:45 +0800] "GET /TaoBao/img/help4.png HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:20:09:45 +0800] "GET /TaoBao/img/help1.png HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:20:09:45 +0800] "GET /TaoBao/img/help2.png HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:20:09:45 +0800] "GET /TaoBao/img/help3.png HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:20:09:45 +0800] "GET /TaoBao/img/some.png HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:20:09:45 +0800] "GET /TaoBao/img/tao-man.png HTTP/1.1" 304 -
127.0.0.1 - - [30/Dec/2016:20:11:28 +0800] "GET /TaoBao/taoBao.jsp HTTP/1.1" 200 171337
